customer_profile_key,age,age_band,job,marital,education,education_group,default_status,housing_status,loan_status,housing_loan_profile,personal_loan_profile,credit_exposure_profile
1241,46,40-49,technician,divorced,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1242,50,50-59,technician,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
1243,57,50-59,services,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1244,35,30-39,admin.,single,basic.6y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1245,38,30-39,blue-collar,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1246,30,30-39,services,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1247,25,17-29,services,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1248,52,50-59,self-employed,single,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1249,60,60+,retired,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1250,37,30-39,blue-collar,married,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1251,33,30-39,services,unknown,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
1252,32,30-39,technician,married,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
1253,37,30-39,blue-collar,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1254,38,30-39,blue-collar,married,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1255,33,30-39,admin.,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
1256,41,40-49,services,divorced,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1257,58,50-59,services,married,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1258,44,40-49,blue-collar,single,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1259,33,30-39,admin.,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1260,32,30-39,admin.,married,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
1261,38,30-39,admin.,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1262,41,40-49,blue-collar,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
1263,40,40-49,services,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1264,33,30-39,blue-collar,married,basic.6y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
1265,28,17-29,admin.,single,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1266,35,30-39,technician,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1267,40,40-49,admin.,married,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
1268,38,30-39,management,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1269,40,40-49,admin.,married,high.school,secondary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1270,31,30-39,services,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1271,35,30-39,technician,single,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1272,29,17-29,blue-collar,single,high.school,secondary,no,yes,yes,housing loan,personal loan,housing + personal loan
1273,35,30-39,self-employed,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
1274,33,30-39,services,single,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1275,41,40-49,management,divorced,university.degree,tertiary,unknown,yes,yes,housing loan,personal loan,housing + personal loan
1276,31,30-39,admin.,single,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
1277,55,50-59,technician,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1278,41,40-49,services,married,high.school,secondary,no,no,yes,no housing loan,personal loan,single loan exposure
1279,49,40-49,unemployed,married,university.degree,tertiary,no,yes,yes,housing loan,personal loan,housing + personal loan
1280,39,30-39,services,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1281,34,30-39,blue-collar,divorced,professional.course,professional,no,no,yes,no housing loan,personal loan,single loan exposure
1282,37,30-39,services,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1283,45,40-49,blue-collar,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1284,47,40-49,services,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1285,56,50-59,entrepreneur,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1286,43,40-49,management,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1287,29,17-29,admin.,divorced,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1288,53,50-59,entrepreneur,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1289,51,50-59,self-employed,married,university.degree,tertiary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1290,29,17-29,entrepreneur,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1291,28,17-29,technician,single,professional.course,professional,no,yes,yes,housing loan,personal loan,housing + personal loan
1292,31,30-39,blue-collar,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1293,29,17-29,blue-collar,single,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1294,40,40-49,blue-collar,single,basic.6y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1295,33,30-39,services,single,professional.course,professional,no,no,no,no housing loan,no personal loan,no reported loan exposure
1296,34,30-39,management,divorced,basic.6y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1297,38,30-39,technician,divorced,professional.course,professional,no,yes,no,housing loan,no personal loan,single loan exposure
1298,42,40-49,admin.,single,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1299,27,17-29,technician,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1300,39,30-39,retired,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1301,38,30-39,admin.,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1302,30,30-39,management,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1303,52,50-59,housemaid,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1304,32,30-39,blue-collar,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1305,28,17-29,admin.,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1306,30,30-39,admin.,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1307,44,40-49,technician,married,professional.course,professional,unknown,no,yes,no housing loan,personal loan,single loan exposure
1308,48,40-49,admin.,married,professional.course,professional,unknown,yes,no,housing loan,no personal loan,single loan exposure
1309,25,17-29,blue-collar,married,professional.course,professional,unknown,no,no,no housing loan,no personal loan,exposure unknown
1310,60,60+,technician,married,university.degree,tertiary,unknown,yes,no,housing loan,no personal loan,single loan exposure
1311,55,50-59,technician,married,basic.9y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
1312,39,30-39,services,single,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1313,39,30-39,management,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1314,31,30-39,admin.,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1315,38,30-39,services,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1316,32,30-39,technician,married,university.degree,tertiary,no,yes,no,housing loan,no personal loan,single loan exposure
1317,53,50-59,housemaid,divorced,basic.6y,foundational,unknown,unknown,unknown,unknown,unknown,exposure unknown
1318,37,30-39,admin.,married,high.school,secondary,no,unknown,unknown,unknown,unknown,exposure unknown
1319,34,30-39,self-employed,married,professional.course,professional,no,unknown,unknown,unknown,unknown,exposure unknown
1320,39,30-39,unemployed,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1321,39,30-39,unemployed,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1322,37,30-39,technician,married,basic.9y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1323,27,17-29,blue-collar,married,university.degree,tertiary,no,no,yes,no housing loan,personal loan,single loan exposure
1324,32,30-39,unknown,unknown,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1325,33,30-39,blue-collar,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1326,47,40-49,blue-collar,single,basic.4y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1327,38,30-39,blue-collar,married,basic.4y,foundational,unknown,yes,yes,housing loan,personal loan,housing + personal loan
1328,33,30-39,services,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1329,51,50-59,services,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1330,41,40-49,blue-collar,single,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1331,51,50-59,blue-collar,married,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1332,55,50-59,services,married,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1333,39,30-39,admin.,single,high.school,secondary,no,yes,no,housing loan,no personal loan,single loan exposure
1334,37,30-39,self-employed,married,basic.9y,foundational,no,yes,yes,housing loan,personal loan,housing + personal loan
1335,39,30-39,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
1336,59,50-59,management,married,university.degree,tertiary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1337,55,50-59,technician,married,basic.9y,foundational,unknown,yes,no,housing loan,no personal loan,single loan exposure
1338,36,30-39,services,married,basic.6y,foundational,no,no,no,no housing loan,no personal loan,no reported loan exposure
1339,56,50-59,housemaid,divorced,high.school,secondary,no,no,no,no housing loan,no personal loan,no reported loan exposure
1340,38,30-39,management,married,basic.9y,foundational,unknown,no,no,no housing loan,no personal loan,exposure unknown
1341,28,17-29,services,married,high.school,secondary,unknown,no,no,no housing loan,no personal loan,exposure unknown
1342,30,30-39,blue-collar,married,basic.9y,foundational,no,yes,no,housing loan,no personal loan,single loan exposure
